Number of all enter event candidates: 8173
candidates per time window:
tw 0: 4, average value: 4.5
tw 217: 3, average value: 84.66666666666667
tw 218: 3, average value: 66.66666666666667
tw 219: 3, average value: 62.666666666666664
tw 220: 3, average value: 61.666666666666664
tw 221: 3, average value: 29.333333333333332
tw 222: 2, average value: 4.5
tw 223: 3, average value: 42.0
tw 224: 3, average value: 62.666666666666664
tw 225: 3, average value: 61.666666666666664
tw 226: 3, average value: 67.0
tw 227: 3, average value: 66.0
tw 228: 3, average value: 24.0
tw 229: 3, average value: 12.333333333333334
tw 230: 3, average value: 60.0
tw 231: 3, average value: 73.33333333333333
tw 232: 3, average value: 64.33333333333333
tw 233: 3, average value: 55.666666666666664
tw 234: 3, average value: 50.666666666666664
tw 235: 3, average value: 19.0
tw 236: 2, average value: 12.0
tw 237: 3, average value: 56.666666666666664
tw 238: 3, average value: 67.66666666666667
tw 239: 3, average value: 60.333333333333336
tw 240: 3, average value: 65.33333333333333
tw 241: 3, average value: 51.333333333333336
tw 242: 3, average value: 25.666666666666668
tw 243: 2, average value: 7.0
tw 244: 3, average value: 56.0
tw 245: 3, average value: 61.0
tw 246: 3, average value: 70.66666666666667
tw 247: 3, average value: 63.333333333333336
tw 248: 3, average value: 56.0
tw 249: 3, average value: 15.0
tw 250: 2, average value: 7.5
tw 251: 3, average value: 48.666666666666664
tw 252: 3, average value: 66.66666666666667
tw 253: 3, average value: 73.0
tw 254: 3, average value: 61.666666666666664
tw 255: 3, average value: 56.0
tw 256: 3, average value: 26.666666666666668
tw 257: 2, average value: 6.5
tw 258: 3, average value: 59.666666666666664
tw 259: 3, average value: 74.66666666666667
tw 260: 3, average value: 70.33333333333333
tw 261: 3, average value: 61.0
tw 262: 3, average value: 62.666666666666664
tw 263: 3, average value: 23.666666666666668
tw 264: 3, average value: 3.0
tw 265: 3, average value: 56.333333333333336
tw 266: 3, average value: 67.0
tw 267: 3, average value: 62.333333333333336
tw 268: 3, average value: 69.33333333333333
tw 269: 3, average value: 54.666666666666664
tw 270: 3, average value: 23.666666666666668
tw 271: 2, average value: 4.5
tw 272: 3, average value: 54.0
tw 273: 3, average value: 80.33333333333333
tw 274: 3, average value: 76.66666666666667
tw 275: 3, average value: 60.666666666666664
tw 276: 3, average value: 61.333333333333336
tw 277: 3, average value: 16.0
tw 278: 2, average value: 7.5
tw 279: 3, average value: 56.666666666666664
tw 280: 3, average value: 77.33333333333333
tw 281: 3, average value: 58.0
tw 282: 3, average value: 68.66666666666667
tw 283: 3, average value: 52.666666666666664
tw 284: 3, average value: 16.0
tw 285: 2, average value: 3.5
tw 286: 3, average value: 55.0
tw 287: 3, average value: 62.666666666666664
tw 288: 3, average value: 57.666666666666664
tw 289: 3, average value: 55.333333333333336
tw 290: 3, average value: 56.333333333333336
tw 291: 3, average value: 19.333333333333332
tw 292: 2, average value: 18.0
tw 293: 3, average value: 45.666666666666664
tw 294: 3, average value: 57.0
tw 295: 3, average value: 62.666666666666664
tw 296: 3, average value: 58.333333333333336
tw 297: 3, average value: 46.333333333333336
tw 298: 3, average value: 17.333333333333332
tw 299: 3, average value: 5.666666666666667
tw 300: 3, average value: 54.666666666666664
tw 301: 3, average value: 55.0
tw 302: 3, average value: 52.333333333333336
tw 303: 3, average value: 57.0
tw 304: 3, average value: 58.666666666666664
tw 305: 2, average value: 9.5
tw 306: 2, average value: 2.0
tw 307: 3, average value: 57.666666666666664
tw 308: 3, average value: 61.333333333333336
tw 309: 3, average value: 57.666666666666664
tw 310: 3, average value: 47.0
tw 311: 3, average value: 51.0
tw 312: 3, average value: 11.666666666666666
tw 313: 2, average value: 7.0
tw 314: 3, average value: 52.666666666666664
tw 315: 3, average value: 54.333333333333336
tw 316: 3, average value: 59.0
tw 317: 3, average value: 62.0
tw 318: 3, average value: 39.0
tw 319: 3, average value: 12.0
tw 320: 2, average value: 13.0
tw 321: 3, average value: 48.666666666666664
tw 322: 3, average value: 60.333333333333336
tw 323: 3, average value: 72.0
tw 324: 3, average value: 57.0
tw 325: 3, average value: 60.0
tw 326: 3, average value: 8.0
tw 327: 2, average value: 8.0
tw 328: 3, average value: 54.0
tw 329: 3, average value: 61.333333333333336
tw 330: 3, average value: 56.0
tw 331: 3, average value: 67.33333333333333
tw 332: 3, average value: 63.0
tw 333: 2, average value: 16.5
tw 334: 2, average value: 4.0
tw 335: 3, average value: 62.333333333333336
tw 336: 3, average value: 63.666666666666664
tw 337: 3, average value: 63.666666666666664
tw 338: 3, average value: 65.0
tw 339: 3, average value: 62.0
tw 340: 2, average value: 7.0
tw 341: 2, average value: 1.5
tw 342: 3, average value: 65.33333333333333
tw 343: 3, average value: 62.333333333333336
tw 344: 3, average value: 62.333333333333336
tw 345: 3, average value: 52.0
tw 346: 3, average value: 55.333333333333336
tw 347: 2, average value: 8.0
tw 348: 2, average value: 3.5
tw 349: 3, average value: 68.33333333333333
tw 350: 3, average value: 65.66666666666667
tw 351: 3, average value: 73.66666666666667
tw 352: 3, average value: 54.666666666666664
tw 353: 3, average value: 44.333333333333336
tw 354: 3, average value: 2.6666666666666665
tw 355: 2, average value: 8.0
tw 356: 3, average value: 38.666666666666664
tw 357: 3, average value: 37.0
tw 358: 3, average value: 24.666666666666668
tw 359: 3, average value: 9.666666666666666
tw 360: 3, average value: 10.333333333333334
tw 361: 0, average value: 0
tw 362: 2, average value: 6.5
tw 363: 3, average value: 13.0
tw 364: 3, average value: 18.333333333333332
tw 365: 3, average value: 11.0
tw 366: 2, average value: 15.5
tw 367: 2, average value: 7.0
tw 368: 0, average value: 0
tw 369: 3, average value: 11.0
tw 370: 3, average value: 9.666666666666666
tw 371: 2, average value: 14.0
tw 372: 2, average value: 16.0
tw 373: 2, average value: 27.0
tw 374: 3, average value: 7.0
tw 375: 2, average value: 2.0
tw 376: 2, average value: 1.0
tw 377: 2, average value: 3.5
tw 378: 3, average value: 7.333333333333333
tw 379: 3, average value: 4.666666666666667
tw 380: 2, average value: 10.0
tw 381: 0, average value: 0
tw 382: 2, average value: 2.0
tw 383: 0, average value: 0
tw 384: 3, average value: 4.666666666666667
tw 385: 2, average value: 6.5
tw 386: 0, average value: 0
tw 387: 0, average value: 0
tw 388: 0, average value: 0
tw 389: 2, average value: 2.0
tw 390: 2, average value: 4.0
tw 391: 2, average value: 2.0
tw 392: 3, average value: 3.0
tw 393: 2, average value: 8.0
tw 394: 2, average value: 3.5
tw 395: 2, average value: 3.5
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 0, average value: 0
tw 399: 3, average value: 4.666666666666667
tw 400: 2, average value: 4.0
tw 401: 2, average value: 3.5
tw 402: 2, average value: 2.0
tw 403: 0, average value: 0
tw 404: 2, average value: 1.5
tw 405: 0, average value: 0
tw 406: 2, average value: 1.5
tw 407: 2, average value: 1.5
tw 408: 0, average value: 0
tw 409: 2, average value: 2.5
tw 410: 0, average value: 0
tw 411: 0, average value: 0
tw 412: 0, average value: 0
tw 413: 2, average value: 3.0
tw 414: 2, average value: 2.5
tw 415: 3, average value: 3.0
tw 416: 0, average value: 0
tw 417: 0, average value: 0
tw 418: 0, average value: 0
tw 419: 2, average value: 1.0
tw 420: 2, average value: 1.0
tw 421: 0, average value: 0
tw 422: 0, average value: 0
tw 423: 0, average value: 0
tw 424: 2, average value: 1.0
tw 425: 0, average value: 0
tw 426: 2, average value: 1.0
tw 427: 2, average value: 3.0
tw 428: 0, average value: 0

Number of all split event candidates: 1041
candidates per time window:
tw 0: 1, average value: 5.0
tw 1: 2, average value: 7.5
tw 2: 2, average value: 4.5
tw 3: 2, average value: 5.5
tw 4: 3, average value: 5.0
tw 5: 0, average value: 0
tw 6: 1, average value: 3.0
tw 7: 1, average value: 11.0
tw 8: 1, average value: 4.0
tw 9: 2, average value: 4.5
tw 10: 2, average value: 5.5
tw 11: 1, average value: 4.0
tw 12: 0, average value: 0
tw 13: 1, average value: 7.0
tw 14: 2, average value: 4.0
tw 15: 3, average value: 4.666666666666667
tw 16: 3, average value: 5.333333333333333
tw 17: 2, average value: 5.0
tw 18: 1, average value: 5.0
tw 19: 0, average value: 0
tw 20: 1, average value: 3.0
tw 21: 3, average value: 4.0
tw 22: 3, average value: 3.3333333333333335
tw 23: 3, average value: 5.0
tw 24: 1, average value: 5.0
tw 25: 2, average value: 5.0
tw 26: 0, average value: 0
tw 27: 1, average value: 5.0
tw 28: 3, average value: 6.0
tw 29: 2, average value: 8.0
tw 30: 5, average value: 4.6
tw 31: 4, average value: 8.75
tw 32: 3, average value: 5.0
tw 33: 0, average value: 0
tw 34: 3, average value: 5.666666666666667
tw 35: 3, average value: 7.0
tw 36: 4, average value: 5.0
tw 37: 3, average value: 8.333333333333334
tw 38: 4, average value: 6.75
tw 39: 4, average value: 4.0
tw 40: 1, average value: 3.0
tw 41: 3, average value: 5.0
tw 42: 4, average value: 6.5
tw 43: 3, average value: 6.666666666666667
tw 44: 4, average value: 6.5
tw 45: 3, average value: 5.666666666666667
tw 46: 4, average value: 4.75
tw 47: 0, average value: 0
tw 48: 1, average value: 8.0
tw 49: 3, average value: 5.666666666666667
tw 50: 4, average value: 6.25
tw 51: 4, average value: 5.5
tw 52: 4, average value: 5.0
tw 53: 5, average value: 4.8
tw 54: 1, average value: 4.0
tw 55: 2, average value: 8.0
tw 56: 5, average value: 6.4
tw 57: 5, average value: 6.0
tw 58: 3, average value: 6.666666666666667
tw 59: 4, average value: 5.25
tw 60: 3, average value: 5.666666666666667
tw 61: 1, average value: 3.0
tw 62: 3, average value: 5.666666666666667
tw 63: 5, average value: 5.8
tw 64: 3, average value: 5.666666666666667
tw 65: 3, average value: 6.333333333333333
tw 66: 4, average value: 7.5
tw 67: 3, average value: 4.333333333333333
tw 68: 1, average value: 5.0
tw 69: 2, average value: 7.0
tw 70: 4, average value: 6.25
tw 71: 3, average value: 7.0
tw 72: 3, average value: 6.0
tw 73: 4, average value: 6.75
tw 74: 1, average value: 4.0
tw 75: 0, average value: 0
tw 76: 3, average value: 6.666666666666667
tw 77: 4, average value: 5.5
tw 78: 3, average value: 5.333333333333333
tw 79: 4, average value: 6.5
tw 80: 4, average value: 5.5
tw 81: 3, average value: 5.666666666666667
tw 82: 0, average value: 0
tw 83: 2, average value: 6.5
tw 84: 5, average value: 5.2
tw 85: 5, average value: 5.0
tw 86: 4, average value: 7.0
tw 87: 3, average value: 5.666666666666667
tw 88: 4, average value: 4.5
tw 89: 1, average value: 3.0
tw 90: 4, average value: 3.75
tw 91: 4, average value: 5.75
tw 92: 3, average value: 8.0
tw 93: 3, average value: 6.333333333333333
tw 94: 4, average value: 5.75
tw 95: 3, average value: 5.666666666666667
tw 96: 0, average value: 0
tw 97: 3, average value: 5.0
tw 98: 3, average value: 7.333333333333333
tw 99: 3, average value: 7.333333333333333
tw 100: 4, average value: 6.0
tw 101: 4, average value: 6.0
tw 102: 2, average value: 4.5
tw 103: 1, average value: 5.0
tw 104: 3, average value: 6.0
tw 105: 5, average value: 6.2
tw 106: 4, average value: 6.0
tw 107: 3, average value: 6.666666666666667
tw 108: 4, average value: 5.75
tw 109: 3, average value: 4.666666666666667
tw 110: 1, average value: 4.0
tw 111: 3, average value: 4.666666666666667
tw 112: 4, average value: 7.0
tw 113: 5, average value: 5.0
tw 114: 3, average value: 5.666666666666667
tw 115: 4, average value: 4.25
tw 116: 3, average value: 5.333333333333333
tw 117: 0, average value: 0
tw 118: 3, average value: 6.666666666666667
tw 119: 3, average value: 5.666666666666667
tw 120: 5, average value: 3.8
tw 121: 6, average value: 5.666666666666667
tw 122: 5, average value: 5.2
tw 123: 2, average value: 5.5
tw 124: 1, average value: 5.0
tw 125: 5, average value: 4.2
tw 126: 3, average value: 8.0
tw 127: 6, average value: 5.333333333333333
tw 128: 4, average value: 8.25
tw 129: 4, average value: 6.25
tw 130: 4, average value: 6.25
tw 131: 0, average value: 0
tw 132: 3, average value: 5.0
tw 133: 4, average value: 8.0
tw 134: 3, average value: 7.666666666666667
tw 135: 4, average value: 5.75
tw 136: 4, average value: 5.0
tw 137: 3, average value: 6.333333333333333
tw 138: 0, average value: 0
tw 139: 1, average value: 13.0
tw 140: 4, average value: 5.0
tw 141: 5, average value: 7.2
tw 142: 4, average value: 4.75
tw 143: 4, average value: 6.5
tw 144: 4, average value: 3.75
tw 145: 0, average value: 0
tw 146: 4, average value: 4.0
tw 147: 6, average value: 4.833333333333333
tw 148: 3, average value: 6.0
tw 149: 4, average value: 6.0
tw 150: 5, average value: 6.6
tw 151: 3, average value: 4.666666666666667
tw 152: 0, average value: 0
tw 153: 4, average value: 6.5
tw 154: 5, average value: 5.2
tw 155: 3, average value: 9.0
tw 156: 4, average value: 6.0
tw 157: 3, average value: 8.333333333333334
tw 158: 2, average value: 5.5
tw 159: 2, average value: 3.0
tw 160: 3, average value: 8.333333333333334
tw 161: 4, average value: 6.75
tw 162: 4, average value: 5.5
tw 163: 4, average value: 6.0
tw 164: 4, average value: 5.75
tw 165: 2, average value: 4.0
tw 166: 1, average value: 3.0
tw 167: 3, average value: 6.0
tw 168: 4, average value: 7.25
tw 169: 4, average value: 6.0
tw 170: 4, average value: 6.25
tw 171: 2, average value: 5.0
tw 172: 2, average value: 5.0
tw 173: 0, average value: 0
tw 174: 2, average value: 6.0
tw 175: 6, average value: 4.166666666666667
tw 176: 4, average value: 5.0
tw 177: 4, average value: 5.25
tw 178: 3, average value: 6.0
tw 179: 3, average value: 4.666666666666667
tw 180: 0, average value: 0
tw 181: 2, average value: 7.0
tw 182: 4, average value: 5.5
tw 183: 5, average value: 5.4
tw 184: 4, average value: 8.0
tw 185: 5, average value: 5.0
tw 186: 2, average value: 4.5
tw 187: 1, average value: 3.0
tw 188: 1, average value: 12.0
tw 189: 4, average value: 6.0
tw 190: 4, average value: 5.5
tw 191: 3, average value: 6.666666666666667
tw 192: 4, average value: 6.25
tw 193: 2, average value: 5.0
tw 194: 0, average value: 0
tw 195: 3, average value: 5.333333333333333
tw 196: 3, average value: 6.666666666666667
tw 197: 4, average value: 5.5
tw 198: 4, average value: 6.75
tw 199: 2, average value: 5.0
tw 200: 3, average value: 5.333333333333333
tw 201: 0, average value: 0
tw 202: 4, average value: 4.5
tw 203: 4, average value: 5.25
tw 204: 3, average value: 6.666666666666667
tw 205: 4, average value: 6.0
tw 206: 3, average value: 7.333333333333333
tw 207: 2, average value: 6.0
tw 208: 1, average value: 4.0
tw 209: 3, average value: 5.666666666666667
tw 210: 5, average value: 4.4
tw 211: 3, average value: 7.0
tw 212: 4, average value: 6.0
tw 213: 3, average value: 4.666666666666667
tw 214: 3, average value: 4.666666666666667
tw 215: 0, average value: 0
tw 216: 2, average value: 5.5
tw 217: 5, average value: 6.0
tw 218: 3, average value: 6.333333333333333
tw 219: 5, average value: 4.6
tw 220: 4, average value: 6.25
tw 221: 4, average value: 4.75
tw 222: 0, average value: 0
tw 223: 2, average value: 6.0
tw 224: 3, average value: 5.666666666666667
tw 225: 4, average value: 6.5
tw 226: 4, average value: 5.25
tw 227: 5, average value: 5.8
tw 228: 2, average value: 4.5
tw 229: 0, average value: 0
tw 230: 4, average value: 6.0
tw 231: 4, average value: 7.0
tw 232: 5, average value: 4.6
tw 233: 5, average value: 5.0
tw 234: 4, average value: 6.0
tw 235: 2, average value: 4.5
tw 236: 1, average value: 3.0
tw 237: 3, average value: 5.0
tw 238: 4, average value: 5.75
tw 239: 4, average value: 5.25
tw 240: 3, average value: 9.0
tw 241: 3, average value: 6.0
tw 242: 3, average value: 4.666666666666667
tw 243: 1, average value: 5.0
tw 244: 5, average value: 4.6
tw 245: 3, average value: 6.666666666666667
tw 246: 4, average value: 6.0
tw 247: 4, average value: 7.5
tw 248: 3, average value: 7.0
tw 249: 1, average value: 6.0
tw 250: 0, average value: 0
tw 251: 3, average value: 5.333333333333333
tw 252: 2, average value: 7.5
tw 253: 4, average value: 6.25
tw 254: 4, average value: 6.25
tw 255: 2, average value: 8.0
tw 256: 1, average value: 7.0
tw 257: 1, average value: 4.0
tw 258: 3, average value: 5.0
tw 259: 4, average value: 4.75
tw 260: 5, average value: 6.8
tw 261: 3, average value: 6.333333333333333
tw 262: 4, average value: 6.25
tw 263: 3, average value: 3.6666666666666665
tw 264: 1, average value: 3.0
tw 265: 5, average value: 5.4
tw 266: 4, average value: 5.0
tw 267: 3, average value: 7.0
tw 268: 4, average value: 5.75
tw 269: 4, average value: 6.25
tw 270: 2, average value: 4.5
tw 271: 1, average value: 5.0
tw 272: 3, average value: 6.0
tw 273: 4, average value: 7.75
tw 274: 4, average value: 6.5
tw 275: 4, average value: 8.25
tw 276: 5, average value: 4.4
tw 277: 1, average value: 4.0
tw 278: 1, average value: 5.0
tw 279: 5, average value: 5.6
tw 280: 4, average value: 5.25
tw 281: 4, average value: 5.5
tw 282: 3, average value: 6.0
tw 283: 3, average value: 5.666666666666667
tw 284: 0, average value: 0
tw 285: 0, average value: 0
tw 286: 4, average value: 7.0
tw 287: 4, average value: 5.5
tw 288: 3, average value: 5.0
tw 289: 3, average value: 6.333333333333333
tw 290: 3, average value: 5.0
tw 291: 3, average value: 4.666666666666667
tw 292: 0, average value: 0
tw 293: 5, average value: 4.6
tw 294: 2, average value: 6.5
tw 295: 3, average value: 5.666666666666667
tw 296: 4, average value: 6.0
tw 297: 2, average value: 5.5
tw 298: 1, average value: 4.0
tw 299: 0, average value: 0
tw 300: 4, average value: 5.0
tw 301: 5, average value: 5.4
tw 302: 4, average value: 5.0
tw 303: 4, average value: 5.25
tw 304: 4, average value: 4.75
tw 305: 1, average value: 3.0
tw 306: 1, average value: 3.0
tw 307: 4, average value: 6.25
tw 308: 4, average value: 5.5
tw 309: 4, average value: 6.0
tw 310: 5, average value: 3.8
tw 311: 3, average value: 5.666666666666667
tw 312: 1, average value: 3.0
tw 313: 0, average value: 0
tw 314: 4, average value: 6.0
tw 315: 3, average value: 7.333333333333333
tw 316: 4, average value: 5.5
tw 317: 4, average value: 6.0
tw 318: 3, average value: 5.666666666666667
tw 319: 3, average value: 5.333333333333333
tw 320: 1, average value: 5.0
tw 321: 3, average value: 5.333333333333333
tw 322: 6, average value: 4.5
tw 323: 4, average value: 6.25
tw 324: 3, average value: 5.333333333333333
tw 325: 4, average value: 6.25
tw 326: 0, average value: 0
tw 327: 0, average value: 0
tw 328: 4, average value: 5.75
tw 329: 3, average value: 6.333333333333333
tw 330: 2, average value: 7.0
tw 331: 5, average value: 6.2
tw 332: 3, average value: 5.0
tw 333: 1, average value: 6.0
tw 334: 0, average value: 0
tw 335: 3, average value: 7.0
tw 336: 4, average value: 5.5
tw 337: 3, average value: 7.0
tw 338: 5, average value: 5.0
tw 339: 5, average value: 6.2
tw 340: 0, average value: 0
tw 341: 1, average value: 3.0
tw 342: 3, average value: 7.666666666666667
tw 343: 4, average value: 5.25
tw 344: 4, average value: 5.75
tw 345: 3, average value: 4.0
tw 346: 3, average value: 7.0
tw 347: 1, average value: 4.0
tw 348: 0, average value: 0
tw 349: 3, average value: 8.666666666666666
tw 350: 4, average value: 5.25
tw 351: 4, average value: 5.5
tw 352: 4, average value: 5.5
tw 353: 2, average value: 5.5
tw 354: 0, average value: 0
tw 355: 0, average value: 0
tw 356: 2, average value: 5.0
tw 357: 1, average value: 3.0
tw 358: 1, average value: 4.0
tw 359: 0, average value: 0
tw 360: 0, average value: 0
tw 361: 0, average value: 0
tw 362: 0, average value: 0
tw 363: 0, average value: 0
tw 364: 0, average value: 0
tw 365: 0, average value: 0
tw 366: 0, average value: 0
tw 367: 0, average value: 0
tw 368: 0, average value: 0
tw 369: 0, average value: 0
tw 370: 0, average value: 0
tw 371: 0, average value: 0
tw 372: 0, average value: 0
tw 373: 1, average value: 3.0
tw 374: 0, average value: 0
tw 375: 0, average value: 0
tw 376: 0, average value: 0
tw 377: 0, average value: 0
tw 378: 0, average value: 0
tw 379: 0, average value: 0
tw 380: 0, average value: 0
tw 381: 0, average value: 0
tw 382: 0, average value: 0
tw 383: 0, average value: 0
tw 384: 0, average value: 0
tw 385: 0, average value: 0
tw 386: 0, average value: 0
tw 387: 0, average value: 0
tw 388: 0, average value: 0
tw 389: 0, average value: 0
tw 390: 0, average value: 0
tw 391: 0, average value: 0
tw 392: 0, average value: 0
tw 393: 0, average value: 0
tw 394: 0, average value: 0
tw 395: 0, average value: 0
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 0, average value: 0
tw 399: 0, average value: 0
tw 400: 0, average value: 0
tw 401: 0, average value: 0
tw 402: 0, average value: 0
tw 403: 0, average value: 0
tw 404: 0, average value: 0
tw 405: 0, average value: 0
tw 406: 0, average value: 0
tw 407: 0, average value: 0
tw 408: 0, average value: 0
tw 409: 0, average value: 0
tw 410: 0, average value: 0
tw 411: 0, average value: 0
tw 412: 0, average value: 0
tw 413: 0, average value: 0
tw 414: 0, average value: 0
tw 415: 0, average value: 0
tw 416: 0, average value: 0
tw 417: 0, average value: 0
tw 418: 0, average value: 0
tw 419: 0, average value: 0
tw 420: 0, average value: 0
tw 421: 0, average value: 0
tw 422: 0, average value: 0
tw 423: 0, average value: 0
tw 424: 0, average value: 0
tw 425: 0, average value: 0
tw 426: 0, average value: 0
tw 427: 0, average value: 0
tw 428: 0, average value: 0

Number of all join event candidates: 1071
candidates per time window:
tw 0: 0, average value: 0
tw 1: 1, average value: 5.0
tw 2: 2, average value: 5.5
tw 3: 1, average value: 8.0
tw 4: 3, average value: 6.0
tw 5: 0, average value: 0
tw 6: 0, average value: 0
tw 7: 1, average value: 4.0
tw 8: 0, average value: 0
tw 9: 2, average value: 5.5
tw 10: 3, average value: 5.666666666666667
tw 11: 1, average value: 6.0
tw 12: 0, average value: 0
tw 13: 1, average value: 4.0
tw 14: 2, average value: 5.5
tw 15: 3, average value: 5.333333333333333
tw 16: 2, average value: 5.5
tw 17: 3, average value: 5.333333333333333
tw 18: 1, average value: 5.0
tw 19: 0, average value: 0
tw 20: 1, average value: 3.0
tw 21: 2, average value: 4.5
tw 22: 2, average value: 3.5
tw 23: 4, average value: 4.75
tw 24: 3, average value: 4.0
tw 25: 1, average value: 3.0
tw 26: 0, average value: 0
tw 27: 2, average value: 7.5
tw 28: 3, average value: 3.0
tw 29: 3, average value: 5.0
tw 30: 3, average value: 5.666666666666667
tw 31: 4, average value: 5.25
tw 32: 3, average value: 4.333333333333333
tw 33: 0, average value: 0
tw 34: 3, average value: 4.666666666666667
tw 35: 3, average value: 9.333333333333334
tw 36: 4, average value: 6.0
tw 37: 3, average value: 6.0
tw 38: 3, average value: 6.666666666666667
tw 39: 2, average value: 8.5
tw 40: 0, average value: 0
tw 41: 2, average value: 5.5
tw 42: 4, average value: 6.75
tw 43: 3, average value: 5.666666666666667
tw 44: 3, average value: 6.333333333333333
tw 45: 3, average value: 7.666666666666667
tw 46: 1, average value: 5.0
tw 47: 0, average value: 0
tw 48: 3, average value: 4.333333333333333
tw 49: 4, average value: 7.75
tw 50: 3, average value: 12.666666666666666
tw 51: 3, average value: 6.333333333333333
tw 52: 4, average value: 6.25
tw 53: 3, average value: 4.333333333333333
tw 54: 2, average value: 7.0
tw 55: 3, average value: 4.333333333333333
tw 56: 5, average value: 5.8
tw 57: 4, average value: 6.5
tw 58: 5, average value: 5.6
tw 59: 3, average value: 7.333333333333333
tw 60: 3, average value: 6.333333333333333
tw 61: 0, average value: 0
tw 62: 3, average value: 5.666666666666667
tw 63: 3, average value: 8.333333333333334
tw 64: 3, average value: 4.333333333333333
tw 65: 3, average value: 7.666666666666667
tw 66: 4, average value: 6.5
tw 67: 2, average value: 6.0
tw 68: 1, average value: 3.0
tw 69: 4, average value: 4.5
tw 70: 4, average value: 5.5
tw 71: 4, average value: 9.0
tw 72: 3, average value: 6.666666666666667
tw 73: 3, average value: 8.0
tw 74: 1, average value: 11.0
tw 75: 1, average value: 4.0
tw 76: 3, average value: 6.0
tw 77: 4, average value: 6.25
tw 78: 4, average value: 6.75
tw 79: 4, average value: 5.75
tw 80: 4, average value: 5.75
tw 81: 3, average value: 5.0
tw 82: 1, average value: 3.0
tw 83: 4, average value: 5.5
tw 84: 3, average value: 6.666666666666667
tw 85: 5, average value: 5.6
tw 86: 5, average value: 5.8
tw 87: 4, average value: 7.75
tw 88: 2, average value: 4.5
tw 89: 2, average value: 4.0
tw 90: 3, average value: 4.666666666666667
tw 91: 4, average value: 8.0
tw 92: 4, average value: 7.5
tw 93: 4, average value: 4.75
tw 94: 3, average value: 5.0
tw 95: 1, average value: 5.0
tw 96: 1, average value: 9.0
tw 97: 4, average value: 6.25
tw 98: 3, average value: 8.666666666666666
tw 99: 4, average value: 7.25
tw 100: 4, average value: 6.0
tw 101: 3, average value: 7.666666666666667
tw 102: 3, average value: 4.0
tw 103: 0, average value: 0
tw 104: 4, average value: 5.25
tw 105: 4, average value: 6.5
tw 106: 4, average value: 6.0
tw 107: 4, average value: 4.0
tw 108: 4, average value: 8.0
tw 109: 2, average value: 10.0
tw 110: 0, average value: 0
tw 111: 5, average value: 4.8
tw 112: 4, average value: 6.75
tw 113: 4, average value: 7.0
tw 114: 5, average value: 4.8
tw 115: 4, average value: 6.0
tw 116: 2, average value: 5.5
tw 117: 1, average value: 4.0
tw 118: 5, average value: 5.4
tw 119: 4, average value: 7.0
tw 120: 4, average value: 6.0
tw 121: 4, average value: 4.75
tw 122: 4, average value: 7.0
tw 123: 3, average value: 3.3333333333333335
tw 124: 2, average value: 4.0
tw 125: 4, average value: 4.75
tw 126: 4, average value: 5.75
tw 127: 5, average value: 5.6
tw 128: 5, average value: 5.8
tw 129: 4, average value: 6.5
tw 130: 3, average value: 6.333333333333333
tw 131: 1, average value: 3.0
tw 132: 4, average value: 4.0
tw 133: 5, average value: 7.0
tw 134: 4, average value: 6.25
tw 135: 3, average value: 6.666666666666667
tw 136: 2, average value: 13.0
tw 137: 1, average value: 5.0
tw 138: 1, average value: 5.0
tw 139: 3, average value: 8.666666666666666
tw 140: 4, average value: 5.75
tw 141: 4, average value: 6.0
tw 142: 5, average value: 5.0
tw 143: 4, average value: 7.0
tw 144: 2, average value: 6.0
tw 145: 0, average value: 0
tw 146: 2, average value: 6.5
tw 147: 3, average value: 7.333333333333333
tw 148: 5, average value: 5.4
tw 149: 5, average value: 5.8
tw 150: 4, average value: 6.75
tw 151: 3, average value: 4.666666666666667
tw 152: 1, average value: 5.0
tw 153: 4, average value: 6.0
tw 154: 4, average value: 7.5
tw 155: 5, average value: 7.8
tw 156: 2, average value: 13.0
tw 157: 3, average value: 9.666666666666666
tw 158: 3, average value: 7.333333333333333
tw 159: 2, average value: 5.5
tw 160: 4, average value: 5.5
tw 161: 3, average value: 8.666666666666666
tw 162: 4, average value: 7.25
tw 163: 4, average value: 5.5
tw 164: 3, average value: 6.333333333333333
tw 165: 2, average value: 6.0
tw 166: 0, average value: 0
tw 167: 4, average value: 4.75
tw 168: 4, average value: 9.25
tw 169: 5, average value: 8.2
tw 170: 4, average value: 6.5
tw 171: 3, average value: 6.0
tw 172: 2, average value: 5.5
tw 173: 1, average value: 3.0
tw 174: 4, average value: 4.5
tw 175: 3, average value: 7.333333333333333
tw 176: 5, average value: 5.2
tw 177: 4, average value: 5.0
tw 178: 3, average value: 5.333333333333333
tw 179: 3, average value: 5.333333333333333
tw 180: 1, average value: 7.0
tw 181: 4, average value: 4.75
tw 182: 5, average value: 7.4
tw 183: 4, average value: 7.25
tw 184: 4, average value: 5.0
tw 185: 4, average value: 6.25
tw 186: 1, average value: 3.0
tw 187: 1, average value: 8.0
tw 188: 2, average value: 7.5
tw 189: 4, average value: 6.75
tw 190: 3, average value: 6.0
tw 191: 5, average value: 5.8
tw 192: 4, average value: 6.75
tw 193: 3, average value: 4.333333333333333
tw 194: 1, average value: 6.0
tw 195: 4, average value: 4.75
