Number of all enter event candidates: 8891
candidates per time window:
tw 0: 1, average value: 5.0
tw 471: 7, average value: 3.2857142857142856
tw 472: 6, average value: 6.0
tw 473: 7, average value: 5.857142857142857
tw 474: 7, average value: 5.857142857142857
tw 475: 7, average value: 3.7142857142857144
tw 476: 7, average value: 5.714285714285714
tw 477: 3, average value: 2.0
tw 478: 6, average value: 5.0
tw 479: 7, average value: 4.571428571428571
tw 480: 6, average value: 4.333333333333333
tw 481: 5, average value: 5.2
tw 482: 7, average value: 4.0
tw 483: 6, average value: 4.666666666666667
tw 484: 3, average value: 1.3333333333333333
tw 485: 7, average value: 7.142857142857143
tw 486: 6, average value: 7.5
tw 487: 5, average value: 5.8
tw 488: 6, average value: 5.833333333333333
tw 489: 7, average value: 5.571428571428571
tw 490: 6, average value: 3.3333333333333335
tw 491: 4, average value: 2.5
tw 492: 6, average value: 8.5
tw 493: 7, average value: 5.0
tw 494: 5, average value: 9.0
tw 495: 7, average value: 3.7142857142857144
tw 496: 6, average value: 4.166666666666667
tw 497: 6, average value: 4.666666666666667
tw 498: 7, average value: 2.4285714285714284
tw 499: 7, average value: 4.857142857142857
tw 500: 7, average value: 5.285714285714286
tw 501: 7, average value: 4.571428571428571
tw 502: 6, average value: 5.833333333333333
tw 503: 6, average value: 6.166666666666667
tw 504: 6, average value: 3.3333333333333335
tw 505: 6, average value: 3.0
tw 506: 6, average value: 5.666666666666667
tw 507: 7, average value: 6.285714285714286
tw 508: 6, average value: 5.5
tw 509: 7, average value: 6.857142857142857
tw 510: 6, average value: 6.833333333333333
tw 511: 6, average value: 6.5
tw 512: 6, average value: 2.1666666666666665
tw 513: 6, average value: 7.666666666666667
tw 514: 6, average value: 6.166666666666667
tw 515: 7, average value: 4.285714285714286
tw 516: 7, average value: 4.714285714285714
tw 517: 7, average value: 5.428571428571429
tw 518: 5, average value: 6.4
tw 519: 3, average value: 1.3333333333333333
tw 520: 7, average value: 7.0
tw 521: 7, average value: 5.571428571428571
tw 522: 7, average value: 5.142857142857143
tw 523: 6, average value: 7.333333333333333
tw 524: 7, average value: 8.0
tw 525: 4, average value: 5.75
tw 526: 7, average value: 3.2857142857142856
tw 527: 7, average value: 10.285714285714286
tw 528: 7, average value: 8.571428571428571
tw 529: 7, average value: 8.571428571428571
tw 530: 6, average value: 7.833333333333333
tw 531: 7, average value: 9.571428571428571
tw 532: 7, average value: 5.0
tw 533: 5, average value: 4.8
tw 534: 7, average value: 8.285714285714286
tw 535: 7, average value: 8.285714285714286
tw 536: 6, average value: 6.5
tw 537: 7, average value: 9.571428571428571
tw 538: 7, average value: 8.714285714285714
tw 539: 4, average value: 4.75
tw 540: 4, average value: 4.25
tw 541: 7, average value: 8.428571428571429
tw 542: 7, average value: 7.142857142857143
tw 543: 6, average value: 7.333333333333333
tw 544: 6, average value: 6.0
tw 545: 7, average value: 8.0
tw 546: 5, average value: 2.4
tw 547: 6, average value: 5.5
tw 548: 7, average value: 4.285714285714286
tw 549: 6, average value: 5.5
tw 550: 6, average value: 5.166666666666667
tw 551: 7, average value: 5.285714285714286
tw 552: 5, average value: 6.0
tw 553: 6, average value: 3.3333333333333335
tw 554: 7, average value: 2.7142857142857144
tw 555: 7, average value: 6.714285714285714
tw 556: 4, average value: 4.0
tw 557: 7, average value: 2.7142857142857144
tw 558: 5, average value: 3.8
tw 559: 6, average value: 5.666666666666667
tw 560: 6, average value: 4.0
tw 561: 3, average value: 2.0
tw 562: 7, average value: 8.142857142857142
tw 563: 6, average value: 2.5
tw 564: 7, average value: 2.7142857142857144
tw 565: 7, average value: 4.0
tw 566: 5, average value: 4.0
tw 567: 5, average value: 3.6
tw 568: 6, average value: 2.6666666666666665
tw 569: 6, average value: 3.6666666666666665
tw 570: 3, average value: 5.0
tw 571: 4, average value: 2.5
tw 572: 6, average value: 3.5
tw 573: 7, average value: 4.285714285714286
tw 574: 6, average value: 2.6666666666666665
tw 575: 2, average value: 2.0
tw 576: 5, average value: 7.6
tw 577: 5, average value: 2.8
tw 578: 7, average value: 4.285714285714286
tw 579: 7, average value: 4.142857142857143
tw 580: 7, average value: 3.5714285714285716
tw 581: 5, average value: 3.4
tw 582: 4, average value: 1.5
tw 583: 7, average value: 5.714285714285714
tw 584: 6, average value: 5.833333333333333
tw 585: 7, average value: 6.0
tw 586: 7, average value: 5.285714285714286
tw 587: 7, average value: 5.857142857142857
tw 588: 7, average value: 1.8571428571428572
tw 589: 7, average value: 2.857142857142857
tw 590: 7, average value: 4.714285714285714
tw 591: 7, average value: 6.428571428571429
tw 592: 7, average value: 6.142857142857143
tw 593: 7, average value: 5.857142857142857
tw 594: 7, average value: 4.714285714285714
tw 595: 7, average value: 3.7142857142857144
tw 596: 3, average value: 3.3333333333333335
tw 597: 7, average value: 8.428571428571429
tw 598: 6, average value: 7.333333333333333
tw 599: 7, average value: 6.285714285714286
tw 600: 7, average value: 6.0
tw 601: 7, average value: 7.571428571428571
tw 602: 7, average value: 7.0
tw 603: 5, average value: 1.6
tw 604: 7, average value: 11.142857142857142
tw 605: 7, average value: 9.571428571428571
tw 606: 7, average value: 5.428571428571429
tw 607: 7, average value: 5.285714285714286
tw 608: 7, average value: 5.714285714285714
tw 609: 6, average value: 3.6666666666666665
tw 610: 5, average value: 4.0
tw 611: 6, average value: 9.166666666666666
tw 612: 7, average value: 5.714285714285714
tw 613: 5, average value: 6.4
tw 614: 7, average value: 8.0
tw 615: 6, average value: 8.0
tw 616: 7, average value: 6.0
tw 617: 7, average value: 3.4285714285714284
tw 618: 6, average value: 9.0
tw 619: 7, average value: 7.428571428571429
tw 620: 7, average value: 6.714285714285714
tw 621: 7, average value: 6.142857142857143
tw 622: 7, average value: 5.142857142857143
tw 623: 7, average value: 5.428571428571429
tw 624: 6, average value: 3.8333333333333335
tw 625: 7, average value: 6.142857142857143
tw 626: 7, average value: 5.428571428571429
tw 627: 7, average value: 5.0
tw 628: 7, average value: 5.285714285714286
tw 629: 6, average value: 7.833333333333333
tw 630: 5, average value: 2.6
tw 631: 6, average value: 3.5
tw 632: 7, average value: 6.142857142857143
tw 633: 7, average value: 7.0
tw 634: 6, average value: 5.5
tw 635: 6, average value: 6.833333333333333
tw 636: 7, average value: 6.857142857142857
tw 637: 7, average value: 2.7142857142857144
tw 638: 7, average value: 4.285714285714286
tw 639: 7, average value: 7.571428571428571
tw 640: 7, average value: 7.571428571428571
tw 641: 6, average value: 9.5
tw 642: 7, average value: 6.0
tw 643: 7, average value: 5.285714285714286
tw 644: 5, average value: 6.2
tw 645: 7, average value: 6.0
tw 646: 7, average value: 7.857142857142857
tw 647: 7, average value: 4.142857142857143
tw 648: 7, average value: 5.285714285714286
tw 649: 7, average value: 6.857142857142857
tw 650: 7, average value: 5.0
tw 651: 6, average value: 3.6666666666666665
tw 652: 7, average value: 3.857142857142857
tw 653: 6, average value: 4.666666666666667
tw 654: 6, average value: 4.0
tw 655: 6, average value: 3.0
tw 656: 7, average value: 5.142857142857143
tw 657: 4, average value: 4.0
tw 658: 5, average value: 4.2
tw 659: 6, average value: 2.1666666666666665
tw 660: 6, average value: 6.5
tw 661: 6, average value: 6.0
tw 662: 7, average value: 4.428571428571429
tw 663: 7, average value: 4.571428571428571
tw 664: 6, average value: 4.333333333333333
tw 665: 4, average value: 4.25
tw 666: 6, average value: 4.333333333333333
tw 667: 6, average value: 5.166666666666667
tw 668: 7, average value: 5.857142857142857
tw 669: 7, average value: 2.7142857142857144
tw 670: 7, average value: 4.0
tw 671: 7, average value: 4.285714285714286
tw 672: 6, average value: 4.166666666666667
tw 673: 6, average value: 3.3333333333333335
tw 674: 7, average value: 6.428571428571429
tw 675: 7, average value: 6.142857142857143
tw 676: 5, average value: 3.6
tw 677: 7, average value: 5.714285714285714
tw 678: 5, average value: 4.4
tw 679: 6, average value: 4.5
tw 680: 7, average value: 3.142857142857143
tw 681: 7, average value: 6.0
tw 682: 7, average value: 6.571428571428571
tw 683: 7, average value: 5.142857142857143
tw 684: 7, average value: 6.857142857142857
tw 685: 7, average value: 6.571428571428571
tw 686: 6, average value: 3.3333333333333335
tw 687: 7, average value: 2.7142857142857144
tw 688: 7, average value: 6.142857142857143
tw 689: 7, average value: 3.4285714285714284
tw 690: 7, average value: 5.857142857142857
tw 691: 7, average value: 5.571428571428571
tw 692: 7, average value: 5.142857142857143
tw 693: 6, average value: 2.6666666666666665
tw 694: 6, average value: 3.3333333333333335
tw 695: 5, average value: 7.2
tw 696: 7, average value: 7.285714285714286
tw 697: 6, average value: 4.166666666666667
tw 698: 7, average value: 6.0
tw 699: 7, average value: 5.571428571428571
tw 700: 6, average value: 5.666666666666667
tw 701: 7, average value: 4.857142857142857
tw 702: 7, average value: 6.857142857142857
tw 703: 7, average value: 6.0
tw 704: 7, average value: 6.428571428571429
tw 705: 6, average value: 6.166666666666667
tw 706: 7, average value: 5.714285714285714
tw 707: 6, average value: 2.5
tw 708: 6, average value: 3.6666666666666665
tw 709: 6, average value: 6.833333333333333
tw 710: 6, average value: 8.5
tw 711: 7, average value: 6.571428571428571
tw 712: 7, average value: 8.142857142857142
tw 713: 4, average value: 3.5
tw 714: 7, average value: 2.4285714285714284
tw 715: 6, average value: 2.3333333333333335
tw 716: 5, average value: 3.6
tw 717: 7, average value: 3.142857142857143
tw 718: 7, average value: 3.5714285714285716
tw 719: 4, average value: 4.25
tw 720: 7, average value: 2.4285714285714284
tw 721: 4, average value: 1.25
tw 722: 6, average value: 2.6666666666666665
tw 723: 6, average value: 3.3333333333333335
tw 724: 7, average value: 4.714285714285714
tw 725: 7, average value: 4.142857142857143
tw 726: 7, average value: 3.4285714285714284
tw 727: 4, average value: 3.0
tw 728: 4, average value: 2.75
tw 729: 5, average value: 2.6
tw 730: 6, average value: 3.5
tw 731: 7, average value: 3.142857142857143
tw 732: 7, average value: 4.142857142857143
tw 733: 5, average value: 4.2
tw 734: 5, average value: 6.4
tw 735: 6, average value: 3.0
tw 736: 6, average value: 5.333333333333333
tw 737: 7, average value: 4.428571428571429
tw 738: 7, average value: 4.0
tw 739: 6, average value: 2.6666666666666665
tw 740: 7, average value: 4.571428571428571
tw 741: 7, average value: 5.0
tw 742: 5, average value: 1.6
tw 743: 4, average value: 2.0
tw 744: 7, average value: 5.571428571428571
tw 745: 7, average value: 5.0
tw 746: 7, average value: 5.0
tw 747: 7, average value: 5.428571428571429
tw 748: 7, average value: 4.714285714285714
tw 749: 7, average value: 2.2857142857142856
tw 750: 6, average value: 4.5
tw 751: 7, average value: 6.571428571428571
tw 752: 5, average value: 5.4
tw 753: 7, average value: 5.142857142857143
tw 754: 7, average value: 5.857142857142857
tw 755: 7, average value: 6.285714285714286
tw 756: 6, average value: 3.3333333333333335
tw 757: 6, average value: 4.166666666666667
tw 758: 6, average value: 2.6666666666666665
tw 759: 7, average value: 7.714285714285714
tw 760: 7, average value: 5.571428571428571
tw 761: 7, average value: 4.571428571428571
tw 762: 6, average value: 6.0
tw 763: 7, average value: 3.0
tw 764: 6, average value: 5.666666666666667
tw 765: 7, average value: 5.428571428571429
tw 766: 7, average value: 4.0
tw 767: 7, average value: 5.428571428571429
tw 768: 7, average value: 6.0
tw 769: 7, average value: 6.571428571428571
tw 770: 5, average value: 2.0
tw 771: 5, average value: 4.4
tw 772: 7, average value: 5.714285714285714
tw 773: 7, average value: 7.571428571428571
tw 774: 7, average value: 6.428571428571429
tw 775: 6, average value: 5.833333333333333
tw 776: 6, average value: 8.0
tw 777: 7, average value: 3.142857142857143
tw 778: 6, average value: 5.833333333333333
tw 779: 6, average value: 4.666666666666667
tw 780: 5, average value: 4.0
tw 781: 7, average value: 5.428571428571429
tw 782: 5, average value: 3.4
tw 783: 7, average value: 3.7142857142857144
tw 784: 7, average value: 2.7142857142857144
tw 785: 7, average value: 6.857142857142857
tw 786: 7, average value: 5.571428571428571
tw 787: 4, average value: 7.25
tw 788: 6, average value: 4.666666666666667
tw 789: 7, average value: 7.428571428571429
tw 790: 5, average value: 5.4
tw 791: 6, average value: 4.333333333333333
tw 792: 7, average value: 5.714285714285714
tw 793: 7, average value: 5.571428571428571
tw 794: 6, average value: 5.5
tw 795: 6, average value: 7.333333333333333
tw 796: 7, average value: 5.142857142857143
tw 797: 6, average value: 6.166666666666667
tw 798: 6, average value: 6.0
tw 799: 7, average value: 5.142857142857143
tw 800: 6, average value: 7.666666666666667
tw 801: 6, average value: 6.5
tw 802: 7, average value: 8.285714285714286
tw 803: 7, average value: 7.285714285714286
tw 804: 7, average value: 4.571428571428571
tw 805: 5, average value: 4.8
tw 806: 7, average value: 7.571428571428571
tw 807: 7, average value: 3.7142857142857144
tw 808: 7, average value: 4.571428571428571
tw 809: 7, average value: 4.571428571428571
tw 810: 3, average value: 3.6666666666666665
tw 811: 7, average value: 4.285714285714286
tw 812: 4, average value: 3.0
tw 813: 6, average value: 2.8333333333333335
tw 814: 7, average value: 6.142857142857143
tw 815: 6, average value: 5.666666666666667
tw 816: 6, average value: 4.833333333333333
tw 817: 4, average value: 5.75
tw 818: 7, average value: 3.0
tw 819: 5, average value: 3.6
tw 820: 7, average value: 3.857142857142857
tw 821: 7, average value: 3.857142857142857
tw 822: 6, average value: 4.333333333333333
tw 823: 5, average value: 2.4
tw 824: 7, average value: 5.142857142857143
tw 825: 7, average value: 6.142857142857143
tw 826: 6, average value: 2.6666666666666665
tw 827: 6, average value: 8.666666666666666
tw 828: 7, average value: 7.142857142857143
tw 829: 7, average value: 5.571428571428571
tw 830: 6, average value: 4.833333333333333
tw 831: 7, average value: 4.571428571428571
tw 832: 5, average value: 8.4
tw 833: 5, average value: 5.0
tw 834: 5, average value: 5.4
tw 835: 7, average value: 8.571428571428571
tw 836: 7, average value: 5.714285714285714
tw 837: 6, average value: 11.333333333333334
tw 838: 6, average value: 7.0
tw 839: 5, average value: 5.6
tw 840: 4, average value: 5.25
tw 841: 7, average value: 6.857142857142857
tw 842: 6, average value: 8.166666666666666
tw 843: 7, average value: 6.428571428571429
tw 844: 7, average value: 6.285714285714286
tw 845: 6, average value: 8.0
tw 846: 5, average value: 6.8
tw 847: 3, average value: 5.666666666666667
tw 848: 7, average value: 4.857142857142857
tw 849: 6, average value: 4.666666666666667
tw 850: 7, average value: 3.4285714285714284
tw 851: 7, average value: 6.571428571428571
tw 852: 6, average value: 3.5
tw 853: 4, average value: 3.0
tw 854: 6, average value: 5.666666666666667
tw 855: 6, average value: 4.666666666666667
tw 856: 5, average value: 2.2
tw 857: 5, average value: 4.2
tw 858: 7, average value: 2.7142857142857144
tw 859: 5, average value: 2.0
tw 860: 4, average value: 2.75
tw 861: 5, average value: 1.6
tw 862: 7, average value: 3.2857142857142856
tw 863: 5, average value: 3.2
tw 864: 5, average value: 5.0
tw 865: 5, average value: 3.4
tw 866: 6, average value: 3.8333333333333335
tw 867: 7, average value: 2.7142857142857144
tw 868: 6, average value: 2.5
tw 869: 7, average value: 4.0
tw 870: 7, average value: 3.5714285714285716
tw 871: 7, average value: 3.857142857142857
tw 872: 5, average value: 1.6
tw 873: 5, average value: 4.0
tw 874: 7, average value: 4.285714285714286
tw 875: 5, average value: 2.2
tw 876: 6, average value: 4.666666666666667
tw 877: 5, average value: 3.2
tw 878: 7, average value: 5.714285714285714
tw 879: 7, average value: 3.7142857142857144
tw 880: 7, average value: 5.0
tw 881: 7, average value: 2.4285714285714284
tw 882: 6, average value: 2.0
tw 883: 6, average value: 3.5
tw 884: 7, average value: 5.0
tw 885: 6, average value: 2.6666666666666665
tw 886: 7, average value: 4.857142857142857
tw 887: 7, average value: 4.428571428571429
tw 888: 6, average value: 3.0
tw 889: 7, average value: 2.7142857142857144
tw 890: 6, average value: 6.166666666666667
tw 891: 6, average value: 7.666666666666667
tw 892: 5, average value: 6.6
tw 893: 6, average value: 7.5
tw 894: 7, average value: 6.857142857142857
tw 895: 7, average value: 4.714285714285714
tw 896: 7, average value: 4.714285714285714
tw 897: 7, average value: 7.285714285714286
tw 898: 7, average value: 7.142857142857143
tw 899: 7, average value: 8.714285714285714
tw 900: 7, average value: 6.571428571428571
tw 901: 7, average value: 6.714285714285714
tw 902: 7, average value: 4.571428571428571
tw 903: 5, average value: 5.6
tw 904: 7, average value: 4.857142857142857
tw 905: 7, average value: 6.714285714285714
tw 906: 6, average value: 7.833333333333333
tw 907: 6, average value: 7.0
tw 908: 7, average value: 6.571428571428571
tw 909: 6, average value: 4.666666666666667
tw 910: 5, average value: 4.6
tw 911: 7, average value: 4.285714285714286
tw 912: 7, average value: 8.428571428571429
tw 913: 7, average value: 8.0
tw 914: 5, average value: 10.2
tw 915: 4, average value: 11.0
tw 916: 4, average value: 10.5
tw 917: 6, average value: 4.833333333333333
tw 918: 4, average value: 11.25
tw 919: 5, average value: 6.8
tw 920: 5, average value: 6.0
tw 921: 5, average value: 3.0
tw 922: 6, average value: 6.333333333333333
tw 923: 4, average value: 9.5
tw 924: 5, average value: 3.6
tw 925: 4, average value: 1.5
tw 926: 4, average value: 2.0
tw 927: 6, average value: 2.5
tw 928: 3, average value: 1.3333333333333333
tw 929: 5, average value: 2.8
tw 930: 4, average value: 2.25
tw 931: 3, average value: 2.0
tw 932: 4, average value: 2.0
tw 933: 4, average value: 2.5
tw 934: 4, average value: 3.25
tw 935: 2, average value: 1.0
tw 936: 2, average value: 1.5
tw 937: 2, average value: 1.5
tw 938: 4, average value: 2.25
tw 939: 3, average value: 1.3333333333333333
tw 940: 4, average value: 1.5
tw 941: 4, average value: 2.0
tw 942: 4, average value: 2.0
tw 943: 0, average value: 0

Number of all split event candidates: 2475
candidates per time window:
tw 0: 0, average value: 0
tw 1: 0, average value: 0
tw 2: 0, average value: 0
tw 3: 0, average value: 0
tw 4: 1, average value: 3.0
tw 5: 1, average value: 3.0
tw 6: 2, average value: 2.0
tw 7: 1, average value: 2.0
tw 8: 1, average value: 2.0
tw 9: 1, average value: 2.0
tw 10: 3, average value: 2.3333333333333335
tw 11: 3, average value: 2.6666666666666665
tw 12: 2, average value: 3.0
tw 13: 1, average value: 2.0
tw 14: 3, average value: 3.0
tw 15: 0, average value: 0
tw 16: 1, average value: 2.0
tw 17: 3, average value: 2.6666666666666665
tw 18: 1, average value: 2.0
tw 19: 2, average value: 3.5
tw 20: 2, average value: 3.5
tw 21: 3, average value: 2.0
tw 22: 1, average value: 2.0
tw 23: 3, average value: 2.0
tw 24: 3, average value: 2.0
tw 25: 2, average value: 2.5
tw 26: 1, average value: 4.0
tw 27: 3, average value: 3.0
tw 28: 3, average value: 4.666666666666667
tw 29: 3, average value: 2.3333333333333335
tw 30: 2, average value: 2.5
tw 31: 4, average value: 4.75
tw 32: 2, average value: 5.0
tw 33: 3, average value: 3.6666666666666665
tw 34: 4, average value: 3.5
tw 35: 3, average value: 2.3333333333333335
tw 36: 2, average value: 3.0
tw 37: 2, average value: 3.5
tw 38: 4, average value: 4.5
tw 39: 3, average value: 4.0
tw 40: 4, average value: 3.0
tw 41: 4, average value: 5.25
tw 42: 2, average value: 4.5
tw 43: 2, average value: 6.0
tw 44: 4, average value: 2.5
tw 45: 2, average value: 8.0
tw 46: 3, average value: 4.333333333333333
tw 47: 6, average value: 3.5
tw 48: 4, average value: 3.0
tw 49: 2, average value: 3.0
tw 50: 1, average value: 2.0
tw 51: 3, average value: 2.3333333333333335
tw 52: 3, average value: 3.0
tw 53: 4, average value: 3.0
tw 54: 2, average value: 2.5
tw 55: 2, average value: 4.0
tw 56: 3, average value: 4.0
tw 57: 3, average value: 3.0
tw 58: 3, average value: 3.6666666666666665
tw 59: 4, average value: 3.75
tw 60: 2, average value: 4.5
tw 61: 5, average value: 3.2
tw 62: 3, average value: 3.0
tw 63: 4, average value: 2.75
tw 64: 2, average value: 2.0
tw 65: 2, average value: 3.0
tw 66: 3, average value: 3.3333333333333335
tw 67: 2, average value: 5.0
tw 68: 3, average value: 7.0
tw 69: 4, average value: 2.75
tw 70: 2, average value: 3.0
tw 71: 2, average value: 2.5
tw 72: 0, average value: 0
tw 73: 2, average value: 2.5
tw 74: 2, average value: 2.0
tw 75: 1, average value: 2.0
tw 76: 2, average value: 2.0
tw 77: 0, average value: 0
tw 78: 1, average value: 3.0
tw 79: 1, average value: 3.0
tw 80: 3, average value: 6.0
tw 81: 4, average value: 4.0
tw 82: 6, average value: 3.6666666666666665
tw 83: 3, average value: 2.6666666666666665
tw 84: 3, average value: 3.0
tw 85: 3, average value: 2.6666666666666665
tw 86: 3, average value: 2.6666666666666665
tw 87: 1, average value: 5.0
tw 88: 4, average value: 5.5
tw 89: 2, average value: 6.0
tw 90: 4, average value: 6.25
tw 91: 3, average value: 2.6666666666666665
tw 92: 2, average value: 2.0
tw 93: 2, average value: 3.0
tw 94: 3, average value: 3.0
tw 95: 3, average value: 3.0
tw 96: 3, average value: 5.0
tw 97: 4, average value: 2.5
tw 98: 3, average value: 3.3333333333333335
tw 99: 1, average value: 2.0
tw 100: 2, average value: 2.5
tw 101: 3, average value: 3.0
tw 102: 2, average value: 4.0
tw 103: 2, average value: 6.5
tw 104: 1, average value: 2.0
tw 105: 2, average value: 3.0
tw 106: 2, average value: 2.0
tw 107: 2, average value: 4.0
tw 108: 3, average value: 8.0
tw 109: 3, average value: 6.333333333333333
tw 110: 5, average value: 3.8
tw 111: 3, average value: 5.666666666666667
tw 112: 2, average value: 9.0
tw 113: 3, average value: 5.666666666666667
tw 114: 4, average value: 5.25
tw 115: 4, average value: 7.25
tw 116: 4, average value: 6.0
tw 117: 4, average value: 5.75
tw 118: 3, average value: 3.0
tw 119: 3, average value: 3.3333333333333335
tw 120: 1, average value: 3.0
tw 121: 2, average value: 3.5
tw 122: 3, average value: 4.333333333333333
tw 123: 1, average value: 7.0
tw 124: 4, average value: 5.0
tw 125: 4, average value: 4.0
tw 126: 4, average value: 3.0
tw 127: 2, average value: 4.0
tw 128: 2, average value: 3.5
tw 129: 2, average value: 2.0
tw 130: 3, average value: 2.6666666666666665
tw 131: 3, average value: 3.3333333333333335
tw 132: 1, average value: 4.0
tw 133: 2, average value: 4.0
tw 134: 1, average value: 5.0
tw 135: 3, average value: 4.0
tw 136: 4, average value: 3.75
tw 137: 4, average value: 3.75
tw 138: 4, average value: 3.25
tw 139: 5, average value: 3.0
tw 140: 2, average value: 3.5
tw 141: 2, average value: 4.0
tw 142: 3, average value: 4.0
tw 143: 3, average value: 5.333333333333333
tw 144: 2, average value: 2.5
tw 145: 4, average value: 3.5
tw 146: 3, average value: 2.6666666666666665
tw 147: 2, average value: 4.5
tw 148: 1, average value: 7.0
tw 149: 4, average value: 4.0
tw 150: 4, average value: 3.0
tw 151: 2, average value: 3.0
tw 152: 3, average value: 3.3333333333333335
tw 153: 4, average value: 2.5
tw 154: 2, average value: 6.0
tw 155: 1, average value: 6.0
tw 156: 3, average value: 3.0
tw 157: 3, average value: 3.0
tw 158: 5, average value: 3.4
tw 159: 5, average value: 4.4
tw 160: 3, average value: 3.3333333333333335
tw 161: 3, average value: 3.3333333333333335
tw 162: 1, average value: 4.0
tw 163: 4, average value: 3.0
tw 164: 5, average value: 3.6
tw 165: 2, average value: 6.5
tw 166: 4, average value: 6.75
tw 167: 5, average value: 5.4
tw 168: 3, average value: 4.333333333333333
tw 169: 3, average value: 2.6666666666666665
tw 170: 3, average value: 5.666666666666667
tw 171: 1, average value: 11.0
tw 172: 5, average value: 5.2
tw 173: 3, average value: 4.666666666666667
tw 174: 4, average value: 2.75
tw 175: 3, average value: 3.3333333333333335
tw 176: 1, average value: 3.0
tw 177: 1, average value: 7.0
tw 178: 4, average value: 3.5
tw 179: 3, average value: 4.0
tw 180: 2, average value: 5.0
tw 181: 4, average value: 3.5
tw 182: 2, average value: 2.0
tw 183: 2, average value: 3.5
tw 184: 3, average value: 3.3333333333333335
tw 185: 5, average value: 4.0
tw 186: 4, average value: 3.25
tw 187: 3, average value: 4.666666666666667
tw 188: 3, average value: 3.3333333333333335
tw 189: 3, average value: 3.6666666666666665
tw 190: 1, average value: 2.0
tw 191: 3, average value: 3.0
tw 192: 3, average value: 4.0
tw 193: 4, average value: 2.75
tw 194: 3, average value: 2.6666666666666665
tw 195: 3, average value: 3.6666666666666665
tw 196: 2, average value: 3.0
tw 197: 1, average value: 6.0
tw 198: 2, average value: 2.5
tw 199: 4, average value: 4.5
tw 200: 2, average value: 4.0
tw 201: 3, average value: 4.0
tw 202: 4, average value: 3.5
tw 203: 1, average value: 3.0
tw 204: 0, average value: 0
tw 205: 3, average value: 2.6666666666666665
tw 206: 4, average value: 3.0
tw 207: 1, average value: 9.0
tw 208: 1, average value: 4.0
tw 209: 4, average value: 3.5
tw 210: 3, average value: 2.0
tw 211: 1, average value: 2.0
tw 212: 3, average value: 3.6666666666666665
tw 213: 5, average value: 2.8
tw 214: 1, average value: 2.0
tw 215: 2, average value: 2.5
tw 216: 3, average value: 3.3333333333333335
tw 217: 1, average value: 2.0
tw 218: 1, average value: 2.0
tw 219: 2, average value: 2.0
tw 220: 2, average value: 2.5
tw 221: 3, average value: 3.0
tw 222: 4, average value: 4.25
tw 223: 3, average value: 3.0
tw 224: 2, average value: 2.5
tw 225: 2, average value: 2.0
tw 226: 1, average value: 3.0
tw 227: 3, average value: 2.0
tw 228: 1, average value: 2.0
tw 229: 1, average value: 2.0
tw 230: 1, average value: 2.0
tw 231: 2, average value: 2.5
tw 232: 1, average value: 2.0
tw 233: 1, average value: 2.0
tw 234: 1, average value: 5.0
tw 235: 2, average value: 2.0
tw 236: 2, average value: 2.5
tw 237: 4, average value: 3.75
tw 238: 4, average value: 3.0
tw 239: 2, average value: 2.0
tw 240: 1, average value: 3.0
tw 241: 3, average value: 2.0
tw 242: 3, average value: 2.0
tw 243: 1, average value: 3.0
tw 244: 3, average value: 2.0
tw 245: 3, average value: 2.0
tw 246: 1, average value: 2.0
tw 247: 4, average value: 2.75
tw 248: 3, average value: 5.333333333333333
tw 249: 1, average value: 3.0
tw 250: 1, average value: 4.0
tw 251: 2, average value: 2.5
tw 252: 1, average value: 5.0
tw 253: 1, average value: 4.0
tw 254: 3, average value: 4.0
tw 255: 3, average value: 3.0
tw 256: 3, average value: 2.3333333333333335
tw 257: 2, average value: 2.5
tw 258: 2, average value: 2.0
tw 259: 2, average value: 2.0
tw 260: 1, average value: 2.0
tw 261: 3, average value: 2.0
tw 262: 2, average value: 3.0
tw 263: 1, average value: 3.0
tw 264: 1, average value: 6.0
tw 265: 1, average value: 2.0
tw 266: 2, average value: 3.0
tw 267: 1, average value: 2.0
tw 268: 2, average value: 4.0
tw 269: 2, average value: 3.5
tw 270: 3, average value: 3.0
tw 271: 2, average value: 2.0
tw 272: 2, average value: 2.0
tw 273: 3, average value: 2.6666666666666665
tw 274: 2, average value: 2.0
tw 275: 4, average value: 2.75
tw 276: 1, average value: 4.0
tw 277: 3, average value: 4.333333333333333
tw 278: 2, average value: 2.5
tw 279: 3, average value: 3.0
tw 280: 4, average value: 3.0
tw 281: 1, average value: 3.0
tw 282: 5, average value: 3.6
tw 283: 4, average value: 4.5
tw 284: 5, average value: 4.0
tw 285: 4, average value: 4.5
tw 286: 3, average value: 2.3333333333333335
tw 287: 4, average value: 2.5
tw 288: 1, average value: 2.0
tw 289: 2, average value: 4.5
tw 290: 3, average value: 4.333333333333333
tw 291: 1, average value: 2.0
tw 292: 3, average value: 3.0
tw 293: 3, average value: 2.6666666666666665
tw 294: 2, average value: 3.0
tw 295: 1, average value: 3.0
tw 296: 1, average value: 4.0
tw 297: 4, average value: 3.75
tw 298: 2, average value: 2.5
tw 299: 2, average value: 2.0
tw 300: 3, average value: 2.6666666666666665
tw 301: 1, average value: 2.0
tw 302: 0, average value: 0
tw 303: 1, average value: 2.0
tw 304: 2, average value: 4.0
tw 305: 3, average value: 3.0
tw 306: 4, average value: 3.0
